Scan,Quality,Angle,Distance
4,15,152.71875,1933.25
4,15,154.15625,1927.25
4,15,155.546875,1918.0
4,15,156.890625,1911.25
4,15,158.3125,1905.5
4,15,159.671875,1903.75
4,15,161.078125,1906.25
4,15,162.484375,1909.5
4,15,197.203125,1880.0
4,15,201.453125,1703.75
4,15,202.921875,1658.25
4,15,204.3125,1613.75
4,15,205.765625,1571.0
4,15,207.171875,1534.25
4,15,208.546875,1500.25
4,15,209.953125,1467.75
4,15,211.359375,1438.75
4,15,212.765625,1411.0
4,15,214.234375,1384.5
4,15,215.59375,1360.0
4,15,217.03125,1337.5
4,15,218.4375,1317.25
4,15,229.125,727.0
4,15,230.546875,717.25
4,15,231.96875,708.25
4,15,233.375,700.75
4,15,234.78125,694.25
4,15,236.0,689.75
4,15,237.53125,685.75
4,15,238.96875,680.75
4,15,240.34375,676.5
4,15,241.65625,672.0
4,15,243.078125,668.0
4,15,244.515625,664.25
4,15,245.8125,660.25
4,15,247.21875,657.25
4,15,248.703125,655.75
4,15,250.125,654.5
4,15,251.40625,654.0
4,15,252.875,653.75
4,15,254.140625,653.75
4,15,255.703125,654.0
4,15,256.96875,655.0
4,15,258.46875,656.5
4,15,259.71875,658.25
4,15,261.09375,661.0
4,15,262.515625,663.25
4,15,263.90625,666.5
4,15,265.34375,670.5
4,15,266.640625,676.25
4,15,268.109375,681.75
4,15,269.328125,686.0
4,15,270.8125,692.0
4,15,272.09375,696.75
4,15,273.578125,703.25
4,15,274.8125,713.0
4,15,276.21875,721.5
4,15,277.578125,730.0
4,15,279.0,738.75
4,15,280.328125,748.25
4,15,281.65625,759.0
4,15,282.96875,769.5
4,15,284.421875,782.75
4,15,285.8125,797.0
4,15,287.03125,810.25
4,15,288.359375,825.5
4,15,289.734375,844.25
4,15,294.5625,1555.0
4,15,295.90625,1590.75
4,15,297.25,1628.0
4,15,298.625,1671.25
4,15,300.046875,1719.5
4,15,302.75,1836.25
4,15,305.5,1954.25
4,15,316.46875,2421.0
4,15,317.875,2386.25
4,15,319.265625,2357.5
4,15,320.671875,2335.25
4,15,326.125,2903.25
4,14,338.453125,4481.5
4,15,339.859375,4436.75
4,15,341.234375,4419.75
4,14,342.625,4455.25
5,15,111.125,1520.5
5,15,112.484375,1475.75
5,15,113.9375,1437.75
5,15,115.25,1426.75
5,15,118.21875,1247.75
5,15,133.0,2106.75
5,15,134.40625,2128.75
5,15,135.78125,2105.25
5,15,137.15625,2081.5
5,15,138.5625,2064.75
5,15,139.953125,2043.25
5,15,141.34375,2015.75
5,15,142.765625,1997.0
5,15,144.15625,1984.75
5,15,145.546875,1973.75
5,15,146.921875,1961.5
5,15,148.34375,1952.5
5,15,149.6875,1947.25
5,15,151.078125,1941.0
5,15,152.5,1934.5
5,15,153.90625,1928.0
5,15,155.28125,1920.0
5,15,156.65625,1911.0
5,15,158.0625,1911.25
5,15,159.46875,1910.0
5,15,160.8125,1905.0
5,15,162.234375,1905.25
5,15,168.78125,3759.75
5,15,199.71875,1768.25
5,15,202.5625,1664.75
5,15,204.0,1622.75
5,15,205.4375,1580.0
5,15,206.875,1541.5
5,15,208.25,1506.25
5,15,209.65625,1474.5
5,15,211.078125,1444.75
5,15,212.46875,1414.75
5,15,213.875,1386.5
5,15,215.328125,1364.0
5,15,216.703125,1343.5
5,15,218.109375,1319.5
5,15,220.921875,1288.5
5,15,228.765625,728.5
5,15,230.203125,717.5
5,15,231.71875,709.5
5,15,232.96875,702.0
5,15,234.46875,694.5
5,15,235.921875,690.0
5,15,237.15625,685.75
5,15,238.6875,681.5
5,15,240.015625,677.75
5,15,241.484375,672.75
5,15,242.890625,668.25
5,15,244.25,664.25
5,15,245.65625,660.25
5,15,247.046875,658.25
5,15,248.375,656.25
5,15,249.796875,654.5
5,15,251.15625,654.0
5,15,252.734375,653.5
5,15,253.96875,653.75
5,15,255.296875,654.0
5,15,256.6875,654.75
5,15,258.109375,656.25
5,15,259.5,658.0
5,15,260.921875,660.5
5,15,262.390625,662.75
5,15,263.765625,666.0
5,15,265.078125,670.0
5,15,266.390625,675.0
5,15,267.796875,681.0
5,15,269.15625,685.5
5,15,270.609375,690.5
5,15,272.0,695.75
5,15,273.375,702.5
5,15,274.59375,710.75
5,15,275.96875,720.0
5,15,277.390625,729.0
5,15,278.75,737.0
5,15,279.953125,746.5
5,15,281.390625,757.0
5,15,282.671875,767.5
5,15,284.125,780.75
5,15,285.421875,795.0
5,15,286.796875,808.0
5,15,288.140625,822.75
5,15,289.53125,841.25
5,15,294.25,1552.5
5,15,295.59375,1583.75
5,15,297.0,1622.0
5,15,298.375,1664.0
5,15,299.75,1711.0
5,15,301.171875,1763.75
5,15,302.484375,1818.5
5,15,316.21875,2422.0
5,15,317.609375,2389.25
5,15,319.0,2361.25
5,15,320.375,2339.25
5,15,321.765625,2313.75
5,15,338.171875,4474.75
5,15,339.5625,4447.0
5,15,340.953125,4434.5
5,15,342.34375,4450.5
5,12,343.734375,4473.0
6,15,110.09375,1535.25
6,15,112.90625,1465.0
6,15,114.359375,1429.25
6,15,115.6875,1425.75
6,15,121.1875,1571.0
6,11,122.515625,1618.0
6,15,133.4375,2119.25
6,15,134.796875,2124.25
6,15,136.21875,2102.25
6,15,137.625,2080.0
6,15,139.03125,2060.5
6,15,140.40625,2035.0
6,15,141.78125,2012.0
6,15,143.203125,1995.0
6,15,144.609375,1983.75
6,15,145.96875,1972.0
6,15,147.375,1959.75
6,15,148.75,1949.5
6,15,150.125,1942.5
6,15,151.546875,1937.25
6,15,152.9375,1931.5
6,15,154.34375,1924.75
6,15,155.6875,1917.75
6,15,157.109375,1912.25
6,15,158.5,1911.0
6,15,159.90625,1909.0
6,15,161.234375,1908.75
6,15,162.640625,1911.25
6,15,203.046875,1650.0
6,15,204.453125,1606.5
6,15,205.84375,1566.5
6,15,207.296875,1529.5
6,15,208.703125,1496.75
6,15,210.09375,1467.0
6,15,211.484375,1438.25
6,15,212.9375,1410.75
6,15,214.34375,1383.0
6,15,215.765625,1358.25
6,15,217.109375,1337.25
6,15,218.5625,1316.25
6,15,227.828125,739.75
6,15,229.203125,726.25
6,15,230.5625,716.0
6,15,232.03125,707.25
6,15,233.4375,700.25
6,15,234.9375,693.5
6,15,236.21875,688.0
6,15,237.671875,684.5
6,15,238.984375,681.25
6,15,240.421875,677.0
6,15,241.96875,671.5
6,15,243.34375,667.25
6,15,244.71875,663.75
6,15,246.09375,659.75
6,15,247.578125,656.75
6,15,248.9375,655.25
6,15,250.265625,654.75
6,15,251.6875,654.0
6,15,252.9375,653.5
6,15,254.46875,653.5
6,15,255.734375,654.0
6,15,257.25,655.5
6,15,258.5625,656.75
6,15,259.9375,658.75
6,15,261.296875,661.0
6,15,262.84375,663.75
6,15,264.078125,667.75
6,15,265.59375,671.75
6,15,266.953125,677.0
6,15,268.1875,682.25
6,15,269.640625,687.0
6,15,271.078125,691.75
6,15,272.375,697.25
6,15,273.734375,704.75
6,15,275.078125,713.25
6,15,276.34375,721.75
6,15,277.71875,730.5
6,15,279.015625,740.0
6,15,280.53125,749.75
6,15,281.765625,760.75
6,15,283.171875,772.0
6,15,284.578125,784.25
6,15,285.859375,798.75
6,15,287.21875,813.5
6,15,288.625,828.25
6,15,290.0,847.0
6,15,294.671875,1557.0
6,15,296.03125,1594.0
6,15,297.453125,1634.25
6,15,298.890625,1676.5
6,15,302.921875,1840.75
6,15,318.046875,2382.0
6,15,319.4375,2355.5
6,15,320.828125,2336.5
6,15,326.28125,2910.0
6,12,337.234375,4488.75
6,15,338.609375,4450.5
6,15,340.03125,4426.25
6,15,341.390625,4426.25
6,13,342.796875,4446.75
6,7,345.5625,4485.25
7,15,111.78125,1496.25
7,15,113.1875,1457.25
7,15,114.609375,1427.5
7,15,115.90625,1432.25
7,15,121.390625,1582.0
7,11,122.71875,1625.5
7,15,133.59375,2129.75
7,15,135.0,2118.25
7,15,136.390625,2094.5
7,15,137.796875,2073.25
7,15,139.140625,2055.75
7,15,140.5625,2031.5
7,15,141.921875,2006.5
7,15,143.328125,1992.0
7,15,144.734375,1982.0
7,15,146.09375,1972.0
7,15,147.5,1960.0
7,15,148.859375,1949.75
7,15,150.25,1942.75
7,15,151.671875,1936.25
7,15,153.03125,1929.75
7,15,154.421875,1925.0
7,15,155.90625,1917.5
7,15,157.265625,1911.0
7,15,158.640625,1910.0
7,15,160.03125,1910.25
7,15,161.390625,1909.5
7,15,162.796875,1911.0
7,15,167.96875,3702.75
7,15,201.71875,1694.0
7,15,203.171875,1649.25
7,15,204.5625,1605.5
7,15,205.96875,1566.25
7,15,207.359375,1529.0
7,15,208.796875,1492.5
7,15,210.1875,1463.0
7,15,211.609375,1434.75
7,15,213.0,1406.0
7,15,214.4375,1381.25
7,15,215.8125,1357.5
7,15,217.203125,1334.25
7,15,218.59375,1313.25
7,15,220.0625,1291.25
7,15,221.421875,1271.75
7,15,227.875,738.0
7,15,229.34375,724.5
7,15,230.71875,715.75
7,15,232.203125,707.5
7,15,233.609375,699.75
7,15,234.9375,693.0
7,15,236.375,688.0
7,15,237.75,684.25
7,15,239.265625,681.0
7,15,240.515625,676.25
7,15,241.984375,670.5
7,15,243.390625,666.25
7,15,244.8125,662.5
7,15,246.109375,659.5
7,15,247.546875,656.75
7,15,249.078125,654.75
7,15,250.453125,654.0
7,15,251.734375,653.75
7,15,253.21875,653.5
7,15,254.453125,653.25
7,15,255.953125,653.75
7,15,257.21875,655.5
7,15,258.796875,657.0
7,15,260.03125,659.25
7,15,261.390625,661.25
7,15,262.9375,663.75
7,15,264.234375,667.5
7,15,265.6875,672.25
7,15,267.015625,678.75
7,15,268.25,684.0
7,15,269.640625,687.75
7,15,271.140625,692.25
7,15,272.546875,697.25
7,15,273.90625,705.0
7,15,275.1875,714.25
7,15,276.421875,722.75
7,15,277.796875,731.5
7,15,279.1875,740.5
7,15,280.578125,750.5
7,15,282.0,761.25
7,15,283.234375,772.75
7,15,284.671875,785.25
7,15,285.984375,799.25
7,15,287.453125,814.75
7,15,288.765625,829.5
7,15,290.125,848.0
7,15,294.84375,1564.25
7,15,296.234375,1599.5
7,15,297.578125,1637.25
7,15,298.953125,1680.75
7,15,300.375,1730.25
7,15,303.09375,1844.5
7,15,316.8125,2409.75
7,15,318.1875,2379.75
7,15,319.578125,2353.75
7,15,321.015625,2331.75
7,15,326.46875,2918.25
7,10,337.421875,4488.75
7,15,338.796875,4467.5
7,15,341.59375,4441.25
7,15,342.984375,4448.5
7,10,344.390625,4479.0
7,7,345.765625,4489.5
8,15,112.921875,1465.0
8,15,114.3125,1429.0
8,15,115.6875,1425.25
8,15,121.125,1571.0
8,12,122.515625,1617.75
8,15,133.34375,2113.75
8,15,134.765625,2125.25
8,15,136.140625,2102.25
8,15,137.53125,2080.0
8,15,138.921875,2060.0
8,15,140.3125,2034.75
8,15,141.703125,2012.75
8,15,143.125,1995.75
8,15,144.515625,1983.5
8,15,145.875,1972.25
8,15,147.296875,1959.25
8,15,148.6875,1949.0
8,15,150.0625,1943.5
8,15,151.46875,1938.0
8,15,152.84375,1931.25
8,15,154.1875,1925.25
8,15,155.578125,1917.25
8,15,156.953125,1910.75
8,15,158.359375,1905.5
8,15,159.765625,1904.5
8,15,161.140625,1907.0
8,15,162.5,1909.25
8,15,197.21875,1879.25
8,15,201.4375,1703.25
8,15,202.90625,1657.75
8,15,204.265625,1613.75
8,15,205.734375,1571.0
8,15,207.09375,1534.0
8,15,208.5,1500.0
8,15,209.90625,1467.75
8,15,211.34375,1439.25
8,15,212.71875,1411.25
8,15,214.109375,1384.25
8,15,215.578125,1360.0
8,15,216.96875,1339.75
8,15,218.34375,1319.25
8,15,229.109375,727.25
8,15,230.4375,717.0
8,15,231.796875,708.25
8,15,233.1875,700.75
8,15,234.625,694.25
8,15,235.96875,689.5
8,15,237.46875,685.75
8,15,238.875,680.75
8,15,240.3125,676.5
8,15,241.6875,672.0
8,15,242.984375,667.25
8,15,244.515625,663.75
8,15,245.9375,660.0
8,15,247.25,657.25
8,15,248.609375,655.75
8,15,250.046875,654.5
8,15,251.5,654.0
8,15,252.796875,653.75
8,15,254.328125,653.75
8,15,255.640625,654.0
8,15,257.0625,655.0
8,15,258.484375,656.25
8,15,259.703125,658.25
8,15,261.171875,661.0
8,15,262.546875,663.25
8,15,263.9375,666.75
8,15,265.296875,670.5
8,15,266.640625,676.25
8,15,268.09375,681.75
8,15,269.484375,686.0
8,15,270.828125,691.75
8,15,272.1875,697.0
8,15,273.46875,703.75
8,15,274.96875,712.75
8,15,276.234375,721.25
8,15,277.578125,729.75
8,15,279.015625,738.5
8,15,280.234375,748.0
8,15,281.640625,758.75
8,15,282.921875,769.5
8,15,284.296875,782.75
8,15,285.640625,797.0
8,15,287.015625,810.25
8,15,288.4375,825.25
8,15,289.671875,844.0
8,15,294.515625,1555.5
8,15,295.859375,1591.0
8,15,297.21875,1628.5
8,15,298.59375,1671.25
8,15,300.03125,1718.75
8,15,302.734375,1836.0
8,15,316.484375,2421.0
8,15,317.859375,2386.0
8,15,319.28125,2357.0
8,15,320.6875,2334.75
8,15,326.109375,2903.25
8,14,338.453125,4475.75
8,15,339.84375,4435.25
8,15,341.25,4423.25
8,15,342.625,4454.25
8,7,344.03125,4483.25
8,11,345.390625,4490.75
9,15,110.265625,1545.25
9,15,113.09375,1457.0
9,15,114.5,1427.0
9,15,115.859375,1429.0
9,15,121.34375,1579.75
9,11,122.703125,1624.75
9,15,133.5625,2127.75
9,15,134.9375,2118.0
9,15,136.328125,2094.75
9,15,137.734375,2077.0
9,15,139.125,2059.5
9,15,140.5,2032.0
9,15,141.90625,2009.5
9,15,143.296875,1994.25
9,15,144.703125,1981.5
9,15,146.078125,1971.25
9,15,147.453125,1959.75
9,15,148.828125,1950.0
9,15,150.234375,1942.5
9,15,151.625,1935.75
9,15,153.015625,1929.0
9,15,154.421875,1920.5
9,15,155.765625,1915.0
9,15,157.1875,1912.25
9,15,158.53125,1909.5
9,15,159.953125,1908.0
9,15,161.328125,1909.25
9,15,162.671875,1912.25
9,15,167.859375,3700.0
9,15,203.015625,1650.5
9,15,204.390625,1607.25
9,15,205.8125,1568.25
9,15,207.25,1531.0
9,15,208.625,1496.75
9,15,210.046875,1466.75
9,15,211.421875,1438.0
9,15,212.828125,1410.75
9,15,214.25,1383.25
9,15,215.71875,1358.25
9,15,217.109375,1337.25
9,15,218.5,1315.5
9,15,227.765625,739.0
9,15,229.1875,726.0
9,15,230.53125,716.5
9,15,232.015625,708.0
9,15,233.390625,700.25
9,15,234.65625,693.75
9,15,236.0625,689.5
9,15,237.484375,685.5
9,15,238.9375,681.25
9,15,240.328125,677.0
9,15,241.6875,672.0
9,15,243.21875,667.5
9,15,244.578125,664.0
9,15,245.9375,660.0
9,15,247.359375,657.0
9,15,248.671875,655.5
9,15,250.046875,654.25
9,15,251.421875,653.75
9,15,252.84375,654.25
9,15,254.234375,654.0
9,15,255.6875,653.75
9,15,257.0625,655.0
9,15,258.53125,656.25
9,15,259.875,658.0
9,15,261.125,660.75
9,15,262.546875,663.25
9,15,263.984375,666.5
9,15,265.296875,670.25
9,15,266.625,676.25
9,15,268.03125,681.75
9,15,269.5,686.0
9,15,270.84375,691.75
9,15,272.234375,697.0
9,15,273.609375,703.75
9,15,274.796875,712.75
9,15,276.203125,721.5
9,15,277.515625,730.0
9,15,279.0,738.5
9,15,280.359375,748.5
9,15,281.734375,759.25
9,15,282.96875,769.5
9,15,284.46875,782.75
9,15,285.8125,797.0
9,15,287.140625,810.25
9,15,288.390625,825.25
9,15,289.859375,845.25
9,15,294.546875,1555.5
9,15,295.890625,1591.0
9,15,297.25,1628.25
9,15,298.625,1671.0
9,15,300.015625,1719.25
9,15,302.78125,1836.0
9,15,305.515625,1954.0
9,15,316.484375,2420.5
9,15,317.859375,2386.25
9,15,319.25,2357.0
9,15,320.671875,2333.75
9,15,326.109375,2902.75
9,14,338.4375,4475.5
